Geneid	Chr	Start	End	Strand
all_samples_summits_34833	chr10	126452623	126453123	.
all_samples_summits_34834	chr10	126872219	126872719	.
all_samples_summits_34835	chr10	126901107	126901607	.
all_samples_summits_34836	chr10	126905731	126906231	.
all_samples_summits_34837	chr10	126919075	126919575	.
all_samples_summits_34838	chr10	126928155	126928655	.
all_samples_summits_34839	chr10	126928751	126929251	.
all_samples_summits_34840	chr10	126978279	126978779	.
all_samples_summits_34841	chr10	126979256	126979756	.
all_samples_summits_34842	chr10	126982698	126983198	.
all_samples_summits_34843	chr10	126984600	126985100	.
all_samples_summits_34844	chr10	126990232	126990732	.
all_samples_summits_34845	chr10	127030579	127031079	.
all_samples_summits_34846	chr10	127041665	127042165	.
all_samples_summits_34847	chr10	127049706	127050206	.
all_samples_summits_34848	chr10	127058119	127058619	.
all_samples_summits_34849	chr10	127059067	127059567	.
all_samples_summits_34850	chr10	127060125	127060625	.
all_samples_summits_34851	chr10	127062460	127062960	.
all_samples_summits_34852	chr10	127063308	127063808	.
all_samples_summits_34853	chr10	127069484	127069984	.
all_samples_summits_34854	chr10	127070098	127070598	.
all_samples_summits_34855	chr10	127090774	127091274	.
all_samples_summits_34856	chr10	127091456	127091956	.
all_samples_summits_34857	chr10	127094334	127094834	.
all_samples_summits_34858	chr10	127120943	127121443	.
all_samples_summits_34859	chr10	127122685	127123185	.
all_samples_summits_34860	chr10	127123399	127123899	.
all_samples_summits_34861	chr10	127125178	127125678	.
all_samples_summits_34862	chr10	127126618	127127118	.
all_samples_summits_34863	chr10	127127708	127128208	.
all_samples_summits_34864	chr10	127129398	127129898	.
all_samples_summits_34865	chr10	127138253	127138753	.
all_samples_summits_34866	chr10	127143963	127144463	.
all_samples_summits_34867	chr10	127144524	127145024	.
all_samples_summits_34868	chr10	127145258	127145758	.
all_samples_summits_34869	chr10	127147089	127147589	.
all_samples_summits_34870	chr10	127150475	127150975	.
all_samples_summits_34871	chr10	127151229	127151729	.
all_samples_summits_34872	chr10	127164914	127165414	.
all_samples_summits_34873	chr10	127165752	127166252	.
all_samples_summits_34874	chr10	127166579	127167079	.
all_samples_summits_34875	chr10	127167807	127168307	.
all_samples_summits_34876	chr10	127170942	127171442	.
all_samples_summits_34877	chr10	127177603	127178103	.
all_samples_summits_34878	chr10	127188575	127189075	.
all_samples_summits_34879	chr10	127194987	127195487	.
all_samples_summits_34880	chr10	127196311	127196811	.
all_samples_summits_34881	chr10	127204499	127204999	.
all_samples_summits_34882	chr10	127210812	127211312	.
all_samples_summits_34883	chr10	127211414	127211914	.
all_samples_summits_34884	chr10	127228837	127229337	.
all_samples_summits_34885	chr10	127266037	127266537	.
all_samples_summits_34886	chr10	127266558	127267058	.
all_samples_summits_34887	chr10	127288458	127288958	.
all_samples_summits_34888	chr10	127289086	127289586	.
all_samples_summits_34889	chr10	127289669	127290169	.
all_samples_summits_34890	chr10	127290437	127290937	.
all_samples_summits_34891	chr10	127290940	127291440	.
all_samples_summits_34892	chr10	127311506	127312006	.
all_samples_summits_34893	chr10	127312207	127312707	.
all_samples_summits_34894	chr10	127338810	127339310	.
all_samples_summits_34895	chr10	127339800	127340300	.
all_samples_summits_34896	chr10	127342204	127342704	.
all_samples_summits_34897	chr10	127350563	127351063	.
all_samples_summits_34898	chr10	127380322	127380822	.
all_samples_summits_34899	chr10	127380850	127381350	.
all_samples_summits_34900	chr10	127414106	127414606	.
all_samples_summits_34901	chr10	127420591	127421091	.
all_samples_summits_34902	chr10	127481361	127481861	.
all_samples_summits_34903	chr10	127508218	127508718	.
all_samples_summits_34904	chr10	127508862	127509362	.
all_samples_summits_34905	chr10	127512066	127512566	.
all_samples_summits_34906	chr10	127512726	127513226	.
all_samples_summits_34907	chr10	127522130	127522630	.
all_samples_summits_34908	chr10	127526607	127527107	.
all_samples_summits_34909	chr10	127534309	127534809	.
all_samples_summits_34910	chr10	127537808	127538308	.
all_samples_summits_34911	chr10	127543832	127544332	.
all_samples_summits_34912	chr10	127569417	127569917	.
all_samples_summits_34913	chr10	127570277	127570777	.
all_samples_summits_34914	chr10	127576257	127576757	.
all_samples_summits_34915	chr10	127621103	127621603	.
all_samples_summits_34916	chr10	127621637	127622137	.
all_samples_summits_34917	chr10	127622229	127622729	.
all_samples_summits_34918	chr10	127641831	127642331	.
all_samples_summits_34919	chr10	127642757	127643257	.
all_samples_summits_34920	chr10	127643790	127644290	.
all_samples_summits_34921	chr10	127662022	127662522	.
all_samples_summits_34922	chr10	127662644	127663144	.
all_samples_summits_34923	chr10	127665769	127666269	.
all_samples_summits_34924	chr10	127666741	127667241	.
all_samples_summits_34925	chr10	127667624	127668124	.
all_samples_summits_34926	chr10	127668625	127669125	.
all_samples_summits_34927	chr10	127670315	127670815	.
all_samples_summits_34928	chr10	127674775	127675275	.
all_samples_summits_34929	chr10	127676751	127677251	.
all_samples_summits_34930	chr10	127677882	127678382	.
all_samples_summits_34931	chr10	127736981	127737481	.
all_samples_summits_34932	chr10	127737991	127738491	.
all_samples_summits_34933	chr10	127738528	127739028	.
all_samples_summits_34934	chr10	127739136	127739636	.
all_samples_summits_34935	chr10	127759394	127759894	.
all_samples_summits_34936	chr10	127877633	127878133	.
all_samples_summits_34937	chr10	127878153	127878653	.
all_samples_summits_34938	chr10	127879081	127879581	.
all_samples_summits_34939	chr10	127880957	127881457	.
all_samples_summits_34940	chr10	127893664	127894164	.
all_samples_summits_34941	chr10	127899823	127900323	.
all_samples_summits_34942	chr10	127904634	127905134	.
all_samples_summits_34943	chr10	127922254	127922754	.
all_samples_summits_34944	chr10	127945277	127945777	.
all_samples_summits_34945	chr10	128008174	128008674	.
all_samples_summits_34946	chr10	128014912	128015412	.
all_samples_summits_34947	chr10	128035315	128035815	.
all_samples_summits_34948	chr10	128035965	128036465	.
all_samples_summits_34949	chr10	128036757	128037257	.
all_samples_summits_34950	chr10	128058641	128059141	.
all_samples_summits_34951	chr10	128059494	128059994	.
all_samples_summits_34952	chr10	128082986	128083486	.
all_samples_summits_34953	chr10	128090602	128091102	.
all_samples_summits_34954	chr10	128091317	128091817	.
all_samples_summits_34955	chr10	128092455	128092955	.
all_samples_summits_34956	chr10	128093126	128093626	.
all_samples_summits_34957	chr10	128093759	128094259	.
all_samples_summits_34958	chr10	128094550	128095050	.
all_samples_summits_34959	chr10	128096584	128097084	.
all_samples_summits_34960	chr10	128097216	128097716	.
all_samples_summits_34961	chr10	128143601	128144101	.
all_samples_summits_34962	chr10	128144952	128145452	.
all_samples_summits_34963	chr10	128149631	128150131	.
all_samples_summits_34964	chr10	128150818	128151318	.
all_samples_summits_34965	chr10	128176388	128176888	.
all_samples_summits_34966	chr10	128185818	128186318	.
all_samples_summits_34967	chr10	128194104	128194604	.
all_samples_summits_34968	chr10	128194864	128195364	.
all_samples_summits_34969	chr10	128210952	128211452	.
all_samples_summits_34970	chr10	128211576	128212076	.
all_samples_summits_34971	chr10	128212713	128213213	.
all_samples_summits_34972	chr10	128232042	128232542	.
all_samples_summits_34973	chr10	128232575	128233075	.
all_samples_summits_34974	chr10	128253587	128254087	.
all_samples_summits_34975	chr10	128256253	128256753	.
all_samples_summits_34976	chr10	128270198	128270698	.
all_samples_summits_34977	chr10	128271844	128272344	.
all_samples_summits_34978	chr10	128275321	128275821	.
all_samples_summits_34979	chr10	128297943	128298443	.
all_samples_summits_34980	chr10	128303054	128303554	.
all_samples_summits_34981	chr10	128303678	128304178	.
all_samples_summits_34982	chr10	128322195	128322695	.
all_samples_summits_34983	chr10	128335539	128336039	.
all_samples_summits_34984	chr10	128337411	128337911	.
all_samples_summits_34985	chr10	128338376	128338876	.
all_samples_summits_34986	chr10	128344803	128345303	.
all_samples_summits_34987	chr10	128345959	128346459	.
all_samples_summits_34988	chr10	128368629	128369129	.
all_samples_summits_34989	chr10	128376805	128377305	.
all_samples_summits_34990	chr10	128409679	128410179	.
all_samples_summits_34991	chr10	128410361	128410861	.
all_samples_summits_34992	chr10	128411325	128411825	.
all_samples_summits_34993	chr10	128434613	128435113	.
all_samples_summits_34994	chr10	128455241	128455741	.
all_samples_summits_34995	chr10	128458309	128458809	.
all_samples_summits_34996	chr10	128458881	128459381	.
all_samples_summits_34997	chr10	128459437	128459937	.
all_samples_summits_34998	chr10	128492814	128493314	.
all_samples_summits_34999	chr10	128493657	128494157	.
all_samples_summits_35000	chr10	128498573	128499073	.
all_samples_summits_35001	chr10	128499121	128499621	.
all_samples_summits_35002	chr10	128518760	128519260	.
all_samples_summits_35003	chr10	128525024	128525524	.
all_samples_summits_35004	chr10	128525771	128526271	.
all_samples_summits_35005	chr10	128526350	128526850	.
all_samples_summits_35006	chr10	128536219	128536719	.
all_samples_summits_35007	chr10	128546196	128546696	.
all_samples_summits_35008	chr10	128547514	128548014	.
all_samples_summits_35009	chr10	128548962	128549462	.
all_samples_summits_35010	chr10	128565303	128565803	.
all_samples_summits_35011	chr10	128565823	128566323	.
all_samples_summits_35012	chr10	128568029	128568529	.
all_samples_summits_35013	chr10	128583603	128584103	.
all_samples_summits_35014	chr10	128584345	128584845	.
all_samples_summits_35015	chr10	128587358	128587858	.
all_samples_summits_35016	chr10	128588070	128588570	.
all_samples_summits_35017	chr10	128588669	128589169	.
all_samples_summits_35018	chr10	128589471	128589971	.
all_samples_summits_35019	chr10	128590352	128590852	.
all_samples_summits_35020	chr10	128590892	128591392	.
all_samples_summits_35021	chr10	128612580	128613080	.
all_samples_summits_35022	chr10	128626567	128627067	.
all_samples_summits_35023	chr10	128645639	128646139	.
all_samples_summits_35024	chr10	128655221	128655721	.
all_samples_summits_35025	chr10	128668758	128669258	.
all_samples_summits_35026	chr10	128673669	128674169	.
all_samples_summits_35027	chr10	128674564	128675064	.
all_samples_summits_35028	chr10	128691010	128691510	.
all_samples_summits_35029	chr10	128695585	128696085	.
all_samples_summits_35030	chr10	128696154	128696654	.
all_samples_summits_35031	chr10	128704353	128704853	.
all_samples_summits_35032	chr10	128704881	128705381	.
all_samples_summits_35033	chr10	128730851	128731351	.
all_samples_summits_35034	chr10	128731947	128732447	.
all_samples_summits_35035	chr10	128743804	128744304	.
all_samples_summits_35036	chr10	128747551	128748051	.
all_samples_summits_35037	chr10	128748211	128748711	.
all_samples_summits_35038	chr10	128779361	128779861	.
all_samples_summits_35039	chr10	128803771	128804271	.
all_samples_summits_35040	chr10	128804482	128804982	.
all_samples_summits_35041	chr10	128805182	128805682	.
all_samples_summits_35042	chr10	128821448	128821948	.
all_samples_summits_35043	chr10	128878252	128878752	.
all_samples_summits_35044	chr10	128895373	128895873	.
all_samples_summits_35045	chr10	128909500	128910000	.
all_samples_summits_35046	chr10	128910228	128910728	.
all_samples_summits_35047	chr10	128910894	128911394	.
all_samples_summits_35048	chr10	128913177	128913677	.
all_samples_summits_35049	chr10	128921797	128922297	.
all_samples_summits_35050	chr10	128922904	128923404	.
all_samples_summits_35051	chr10	128929922	128930422	.
all_samples_summits_35052	chr10	128933529	128934029	.
all_samples_summits_35053	chr10	128938427	128938927	.
all_samples_summits_35054	chr10	128945604	128946104	.
all_samples_summits_35055	chr10	128968220	128968720	.
all_samples_summits_35056	chr10	128977451	128977951	.
all_samples_summits_35057	chr10	128980960	128981460	.
all_samples_summits_35058	chr10	129107015	129107515	.
all_samples_summits_35059	chr11	3202081	3202581	.
all_samples_summits_35060	chr11	3202712	3203212	.
all_samples_summits_35061	chr11	3265553	3266053	.
all_samples_summits_35062	chr11	3266226	3266726	.
all_samples_summits_35063	chr11	3289155	3289655	.
all_samples_summits_35064	chr11	3289721	3290221	.
all_samples_summits_35065	chr11	3290233	3290733	.
all_samples_summits_35066	chr11	3302755	3303255	.
all_samples_summits_35067	chr11	3313997	3314497	.
all_samples_summits_35068	chr11	3330479	3330979	.
all_samples_summits_35069	chr11	3331629	3332129	.
all_samples_summits_35070	chr11	3332133	3332633	.
all_samples_summits_35071	chr11	3334820	3335320	.
all_samples_summits_35072	chr11	3347059	3347559	.
all_samples_summits_35073	chr11	3347723	3348223	.
all_samples_summits_35074	chr11	3348726	3349226	.
all_samples_summits_35075	chr11	3368894	3369394	.
all_samples_summits_35076	chr11	3370116	3370616	.
all_samples_summits_35077	chr11	3371216	3371716	.
all_samples_summits_35078	chr11	3372105	3372605	.
all_samples_summits_35079	chr11	3374127	3374627	.
all_samples_summits_35080	chr11	3374721	3375221	.
all_samples_summits_35081	chr11	3387022	3387522	.
all_samples_summits_35082	chr11	3392456	3392956	.
all_samples_summits_35083	chr11	3409013	3409513	.
all_samples_summits_35084	chr11	3441981	3442481	.
all_samples_summits_35085	chr11	3443028	3443528	.
all_samples_summits_35086	chr11	3452136	3452636	.
all_samples_summits_35087	chr11	3452697	3453197	.
all_samples_summits_35088	chr11	3453441	3453941	.
all_samples_summits_35089	chr11	3472428	3472928	.
all_samples_summits_35090	chr11	3481664	3482164	.
all_samples_summits_35091	chr11	3482226	3482726	.
all_samples_summits_35092	chr11	3504589	3505089	.
all_samples_summits_35093	chr11	3514381	3514881	.
all_samples_summits_35094	chr11	3535282	3535782	.
all_samples_summits_35095	chr11	3539067	3539567	.
all_samples_summits_35096	chr11	3566004	3566504	.
all_samples_summits_35097	chr11	3567848	3568348	.
all_samples_summits_35098	chr11	3648368	3648868	.
all_samples_summits_35099	chr11	3648988	3649488	.
all_samples_summits_35100	chr11	3649590	3650090	.
all_samples_summits_35101	chr11	3667277	3667777	.
all_samples_summits_35102	chr11	3669857	3670357	.
all_samples_summits_35103	chr11	3684166	3684666	.
all_samples_summits_35104	chr11	3686283	3686783	.
all_samples_summits_35105	chr11	3786519	3787019	.
all_samples_summits_35106	chr11	3832466	3832966	.
all_samples_summits_35107	chr11	3834265	3834765	.
all_samples_summits_35108	chr11	3863615	3864115	.
all_samples_summits_35109	chr11	3879810	3880310	.
all_samples_summits_35110	chr11	3887337	3887837	.
all_samples_summits_35111	chr11	3894945	3895445	.
all_samples_summits_35112	chr11	3900298	3900798	.
all_samples_summits_35113	chr11	3902927	3903427	.
all_samples_summits_35114	chr11	3905363	3905863	.
all_samples_summits_35115	chr11	3910931	3911431	.
